HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.name,Input.release_year,Input.exp_release_date,Input.developer,Input.esrb,Input.rating,Input.genres,Input.player_perspective,Input.has_multiplayer,Input.platforms,Input.available_on_steam,Input.has_linux_release,Input.has_mac_release,Answer.feedback,Answer.utterance,Approve,Reject
33CLA8O0MIW04BLQIV8VTQMCFBCFRY,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,30ZX6P7VF9H2RDOVCXPHV02MIGJJ2M,A1WYMR7MGOCO83,Submitted,Mon Apr 29 21:01:06 PDT 2019,Mon Apr 29 21:05:18 PDT 2019,Tue May 14 21:05:18 PDT 2019,,,,252,100% (9/9),100% (9/9),100% (9/9),<b>Assetto Corsa</b>,,,,,,,Player perspective: <b>first person</b>,,,Available on Steam: <b>yes</b>,,,,Assetto Corsa is a first person title on Steam. Are you familiar with it?,,
33CLA8O0MIW04BLQIV8VTQMCFBCFRY,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3RKNTXVS3NK1TY0EM5VSVGW1D79A4I,A1MW021IG07IMF,Submitted,Sat May 04 22:03:49 PDT 2019,Sat May 04 22:04:27 PDT 2019,Sun May 19 22:04:27 PDT 2019,,,,38,100% (404/404),100% (404/404),100% (246/246),<b>Assetto Corsa</b>,,,,,,,Player perspective: <b>first person</b>,,,Available on Steam: <b>yes</b>,,,,A first person game I recently got on Steam is Assetto Corsa. Have you heard of it?,,
37J05LC5AX4M83OHJK4W3ZX0TH2DJT,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,339ANSOTR6O1DI8FJLALJV9GN17IKN,A1MW021IG07IMF,Submitted,Sat May 04 22:48:47 PDT 2019,Sat May 04 22:51:46 PDT 2019,Sun May 19 22:51:46 PDT 2019,,,,179,100% (404/404),100% (404/404),100% (246/246),<b>Assetto Corsa</b>,,,,,,,,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,,,,,"Speaking of PC games with multiplayer, have you heard of Assetto Corsa?",,
37J05LC5AX4M83OHJK4W3ZX0TH2DJT,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3VHHR074H43F8491LUIP76WMWUIL7V,A2ITJNPW1LDUN7,Submitted,Thu Apr 25 12:19:42 PDT 2019,Thu Apr 25 12:19:55 PDT 2019,Fri May 10 12:19:55 PDT 2019,,,,13,100% (334/334),100% (334/334),100% (277/277),<b>Assetto Corsa</b>,,,,,,,,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,,,,,"One multiplayer PC game i'm fond of is Assetto Corsa, have you tried it out?",,
3PN6H8C9R4BB7ALDPERJA0UH3U8ADA,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,3JMSRU9HQJG3DO05M6Y10PM5B67VED,A1MW021IG07IMF,Submitted,Sat May 04 22:36:12 PDT 2019,Sat May 04 22:44:35 PDT 2019,Sun May 19 22:44:35 PDT 2019,,,,503,100% (404/404),100% (404/404),100% (246/246),<b>Assetto Corsa</b>,,,Developer: <b>Kunos Simulazioni</b>,,,,Player perspective: <b>first person</b>,,,,,,,"While we're on the subject of first person games made by Kunos Simulazioni, have you ever played Assetto Corsa?",,
3L4YG5VW9ND95HOP9OIL012NPGFDDS,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:26 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:26 PDT 2019,,,3L2IS5HSFB47UFOIAFRFUQEVC4ONUL,A1ELPYAFO7MANS,Approved,Tue May 07 21:17:43 PDT 2019,Tue May 07 21:19:43 PDT 2019,Sun May 12 21:19:43 PDT 2019,Tue May 07 21:25:13 PDT 2019,,,120,100% (153/153),100% (153/153),100% (126/126),<b>Assetto Corsa</b>,,,Developer: <b>Kunos Simulazioni</b>,,,,Player perspective: <b>first person</b>,,,,,,,"Since you like first person games, I wondering if you've ever tried Assetto Corsa by Kunos Simulazioni?",,
338GLSUI43WC5QL3XK80J0R81DVFSM,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3C6FJU71TRF16ESWHH0QB6C2FB3UY2,A1MW021IG07IMF,Submitted,Sat May 04 22:18:38 PDT 2019,Sat May 04 22:19:23 PDT 2019,Sun May 19 22:19:23 PDT 2019,,,,45,100% (404/404),100% (404/404),100% (246/246),<b>Assetto Corsa</b>,,,Developer: <b>Kunos Simulazioni</b>,ESRB content rating: <b>E (for Everyone)</b>,,,,,,,,,,"And as long as we're talking about E rated games made by Kunos Simulazioni, have you heard of Assetto Corsa?",,
338GLSUI43WC5QL3XK80J0R81DVFSM,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3WEV0KO0ONEITQ51WGICJKKDAZWSDC,A2ITJNPW1LDUN7,Submitted,Thu Apr 25 12:38:18 PDT 2019,Thu Apr 25 13:06:16 PDT 2019,Fri May 10 13:06:16 PDT 2019,,,,1678,100% (334/334),100% (334/334),100% (277/277),<b>Assetto Corsa</b>,,,Developer: <b>Kunos Simulazioni</b>,ESRB content rating: <b>E (for Everyone)</b>,,,,,,,,,,"Oh, have you heard of Assetto Corsa? It's this E rated game from Kunos Simulazioni.",,
3LOJFQ4BOX0HJNUZ15484EXD862DKS,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 01 00:59:26 PDT 2019,,,34PGFRQONPXO3TM2QHEOJ7IBMNIJW8,A1WYMR7MGOCO83,Submitted,Mon Apr 29 21:14:42 PDT 2019,Mon Apr 29 21:16:39 PDT 2019,Tue May 14 21:16:39 PDT 2019,,,,117,100% (9/9),100% (9/9),100% (9/9),<b>The Legend of Zelda: Ocarina of Time</b>,Year: <b>1998</b>,,,,,,,,Platform: <b>Nintendo</b>,,,,,The Legend of Zelda: Ocarina of Time is a Nintendo classic from 1998. Is that from before your time or have you played it?,,
3LOJFQ4BOX0HJNUZ15484EXD862DKS,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 01 00:59:26 PDT 2019,,,3SKEMFQBZ4R8OCW2AZYU66F2IXI8K3,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 11:03:47 PDT 2019,Tue Apr 23 11:14:38 PDT 2019,Wed May 08 11:14:38 PDT 2019,,,,651,100% (334/334),100% (334/334),100% (277/277),<b>The Legend of Zelda: Ocarina of Time</b>,Year: <b>1998</b>,,,,,,,,Platform: <b>Nintendo</b>,,,,,"Wait, you haven't played The Ocarina of Time? Dude it's been out since 1998, I will literally lend you my copy and my Nintendo 64, you have to play it.",,
3IVKZBIBJ0UWJMC9SAW0ML3LHS8HSM,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3OSWBBLG1FJQP7R0QQOZIS15R5EXDP,A1MW021IG07IMF,Submitted,Sat May 04 22:15:14 PDT 2019,Sat May 04 22:16:29 PDT 2019,Sun May 19 22:16:29 PDT 2019,,,,75,100% (404/404),100% (404/404),100% (246/246),<b>The Legend of Zelda: Ocarina of Time</b>,,,,,,"Genres: <b>action-adventure, puzzle, role-playing</b>",Player perspective: <b>third person</b>,,,,,,,"If you're looking for a third person action-adventure game with both puzzle and role-playing elements, The Legend of Zelda: Ocarina of Time is one of the best ever made. Have you ever played it?",,
3IVKZBIBJ0UWJMC9SAW0ML3LHS8HSM,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3V5Q80FXIYDR6ZM69CXUFTLXMZZ23R,A2ITJNPW1LDUN7,Submitted,Fri Apr 26 09:47:10 PDT 2019,Fri Apr 26 09:47:30 PDT 2019,Sat May 11 09:47:30 PDT 2019,,,,20,100% (334/334),100% (334/334),100% (277/277),<b>The Legend of Zelda: Ocarina of Time</b>,,,,,,"Genres: <b>action-adventure, puzzle, role-playing</b>",Player perspective: <b>third person</b>,,,,,,,"So since you're into third person action adventure RPGs with puzzle elements, have you ever heard of The Legend of Zelda: Ocarina of Time?",,
3D3B8GE892C6ROEY2H4EEZ0MBVTP9O,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:23 PDT 2019,,,3UNH76FOCTRIT6NN8F94KWV80YKMY2,A2ITJNPW1LDUN7,Submitted,Thu Apr 25 12:37:24 PDT 2019,Thu Apr 25 12:37:42 PDT 2019,Fri May 10 12:37:42 PDT 2019,,,,18,100% (334/334),100% (334/334),100% (277/277),<b>The Legend of Zelda: Ocarina of Time</b>,Year: <b>1998</b>,,,ESRB content rating: <b>E (for Everyone)</b>,,,,,,,,,,"Have you heard of The Legend of Zelda: Ocarina of Time? Oh my god it's wonderful, it's from 1998, it's this beautiful E rated game.",,
3D3B8GE892C6ROEY2H4EEZ0MBVTP9O,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:23 PDT 2019,,,3WJ1OXY92B22CZNGY8L5CSC6DW98AV,A1MW021IG07IMF,Submitted,Wed Apr 24 21:38:00 PDT 2019,Wed Apr 24 21:39:28 PDT 2019,Thu May 09 21:39:28 PDT 2019,,,,88,100% (404/404),100% (404/404),100% (246/246),<b>The Legend of Zelda: Ocarina of Time</b>,Year: <b>1998</b>,,,ESRB content rating: <b>E (for Everyone)</b>,,,,,,,,,,"For E rated games released back in 1998, you can't go wrong with The Legend of Zelda: Ocarina of Time. Did you ever play it?",,
3K3IX1W4S6CKW7O3UNIEAUB6HDBPA3,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,30X31N5D64CKVJ2PC6RATJC7RNFSAA,A1MW021IG07IMF,Submitted,Sat May 04 22:19:23 PDT 2019,Sat May 04 22:31:29 PDT 2019,Sun May 19 22:31:29 PDT 2019,,,,726,100% (404/404),100% (404/404),100% (246/246),<b>The Legend of Zelda: Ocarina of Time</b>,,,Developer: <b>Nintendo EAD</b>,,,,,Has multiplayer: <b>no</b>,,,,,,"An interesting single player game made by Nintendo EAD is The Legend of Zelda: Ocarina of Time, are you familiar with it?",,
3IH9TRB0FBKWLXOZL9Z1QWHRSOK1IS,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:26 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:26 PDT 2019,,,3TMFV4NEP90ZJCQJZDHXUH9X7ON8W1,A1ELPYAFO7MANS,Approved,Tue May 07 20:39:36 PDT 2019,Tue May 07 20:45:59 PDT 2019,Sun May 12 20:45:59 PDT 2019,Tue May 07 21:25:13 PDT 2019,,,383,100% (153/153),100% (153/153),100% (126/126),<b>The Legend of Zelda: Ocarina of Time</b>,,,Developer: <b>Nintendo EAD</b>,,,,,Has multiplayer: <b>no</b>,,,,,,I know you're looking for a game to play alone when your wife is away on business. Have you heard about the Nintendo EAD game The Legend of Zelda: Ocarina of Time?,,
3CIS7GGG6540EPDBREJUGJOWA91UEZ,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,3WJ1OXY92B22CZNGY8L5CSC6DWI8A4,A1MW021IG07IMF,Submitted,Wed Apr 24 21:54:50 PDT 2019,Wed Apr 24 21:56:32 PDT 2019,Thu May 09 21:56:32 PDT 2019,,,,102,100% (404/404),100% (404/404),100% (246/246),<b>The Legend of Zelda: Ocarina of Time</b>,Year: <b>1998</b>,,,,,,Player perspective: <b>third person</b>,,,,,,,"And speaking of third person games released back in 1998, there's always The Legend of Zelda: Ocarina of Time. Have you played it?",,
3M7OI89LVY90FG3WZ5FWAPADNUG6CT,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:26 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:26 PDT 2019,,,3NVC2EB65RLH7KFD2X4POXM22AFY3I,A1ELPYAFO7MANS,Approved,Tue May 07 19:32:30 PDT 2019,Tue May 07 19:39:14 PDT 2019,Sun May 12 19:39:14 PDT 2019,Tue May 07 21:25:13 PDT 2019,,,404,100% (153/153),100% (153/153),100% (126/126),<b>The Legend of Zelda: Ocarina of Time</b>,Year: <b>1998</b>,,,,,,Player perspective: <b>third person</b>,,,,,,,"Since you're into older games, I wonder if you've tried the 1998 third person perspective game The Legend of Zelda: Ocarina of Time?",,
3Z3R5YC0P38DKQYIMKDQT5NU3W9FTB,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,3ZSANO2JCGTFRAJXNMD27KNYM6CSFB,A1MW021IG07IMF,Submitted,Wed Apr 24 22:16:43 PDT 2019,Wed Apr 24 22:17:24 PDT 2019,Thu May 09 22:17:24 PDT 2019,,,,41,100% (404/404),100% (404/404),100% (246/246),<b>Resident Evil 4</b>,,,,,,"Genres: <b>action-adventure, shooter</b>",,,Platform: <b>Nintendo</b>,,,,,"A fun action-adventure shooter for Nintendo is Resident Evil 4, have you heard of it?",,
336OE47KI25U84O2H4N5YBXFW3OVWH,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:26 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:26 PDT 2019,,,3L4D84MIL0E663RDVISOI48O8BSJHK,A1ELPYAFO7MANS,Approved,Tue May 07 19:47:29 PDT 2019,Tue May 07 19:49:46 PDT 2019,Sun May 12 19:49:46 PDT 2019,Tue May 07 21:25:13 PDT 2019,,,137,100% (153/153),100% (153/153),100% (126/126),<b>Resident Evil 4</b>,,,,,,"Genres: <b>action-adventure, shooter</b>",,,Platform: <b>Nintendo</b>,,,,,Have you ever tried the Nintendo action-adventure shooting game Resident Evil 4?,,
3S1L4CQSFXQ85UZ9GKM9Y0X2F7OAFL,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:23 PDT 2019,,,39RP059MEIFMGYUCYNVKCLX7FP2MBN,A2ITJNPW1LDUN7,Submitted,Thu Apr 25 12:36:07 PDT 2019,Thu Apr 25 12:36:24 PDT 2019,Fri May 10 12:36:24 PDT 2019,,,,17,100% (334/334),100% (334/334),100% (277/277),<b>Resident Evil 4</b>,,,,ESRB content rating: <b>M (for Mature)</b>,,,,Has multiplayer: <b>no</b>,,,,,,Do you like M rated single player games? Then you'd love Resident Evil 4,,
3S1L4CQSFXQ85UZ9GKM9Y0X2F7OAFL,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:23 PDT 2019,,,3IFS6Q0HJJ5Z11LNOUJNAH0Q2YKIS8,A1MW021IG07IMF,Submitted,Wed Apr 24 21:36:30 PDT 2019,Wed Apr 24 21:37:17 PDT 2019,Thu May 09 21:37:17 PDT 2019,,,,47,100% (404/404),100% (404/404),100% (246/246),<b>Resident Evil 4</b>,,,,ESRB content rating: <b>M (for Mature)</b>,,,,Has multiplayer: <b>no</b>,,,,,,One of my favorite single player games that got an M rating was Resident Evil 4. Have you ever played it?,,
33KGGVH24U2TBSDUKVZ2T646FIEX1B,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,38F71OA9GUICTF6S3PHGVBOSUHUFMM,A1MW021IG07IMF,Submitted,Wed Apr 24 22:14:55 PDT 2019,Wed Apr 24 22:16:42 PDT 2019,Thu May 09 22:16:42 PDT 2019,,,,107,100% (404/404),100% (404/404),100% (246/246),<b>Resident Evil 4</b>,Year: <b>2005</b>,,,,,,Player perspective: <b>third person</b>,,,,,,,A good third person game I played from back in 2005 was Resident Evil 4. Have you ever played it before?,,
33KGGVH24U2TBSDUKVZ2T646FIEX1B,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,3JNQLM5FT588M3CVFI1UBFFENQWL25,A33G1EEP3ZVBPL,Submitted,Thu May 02 12:18:59 PDT 2019,Thu May 02 12:20:53 PDT 2019,Fri May 17 12:20:53 PDT 2019,,,,114,100% (15/15),100% (15/15),100% (15/15),<b>Resident Evil 4</b>,Year: <b>2005</b>,,,,,,Player perspective: <b>third person</b>,,,,,,,"Since you seem to be a fan of third person perspective games of 2005, I thought you might like Resident Evil 4 too. Have you heard about the game?",,
3P458N04Q1200DVQ3ZZGYPEB7OSX2S,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 01 00:59:26 PDT 2019,,,3GA6AFUKOPAVLPPOSX012XRZB3TH36,A1WYMR7MGOCO83,Submitted,Mon Apr 29 21:42:43 PDT 2019,Mon Apr 29 21:44:10 PDT 2019,Tue May 14 21:44:10 PDT 2019,,,,87,100% (9/9),100% (9/9),100% (9/9),<b>Resident Evil 4</b>,,,Developer: <b>Capcom Production Studio 4</b>,,,,,,Platform: <b>Nintendo</b>,,,,,Capcom put out Resident Evil 4 on Nintendo. I liked it but wasn't sure if you had played it or not. Have you?,,
3P458N04Q1200DVQ3ZZGYPEB7OSX2S,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 01 00:59:26 PDT 2019,,,3J2UYBXQQMYJ786ADRRE3842YGS603,A1MW021IG07IMF,Submitted,Wed Apr 24 22:19:31 PDT 2019,Wed Apr 24 22:21:30 PDT 2019,Thu May 09 22:21:30 PDT 2019,,,,119,100% (404/404),100% (404/404),100% (246/246),<b>Resident Evil 4</b>,,,Developer: <b>Capcom Production Studio 4</b>,,,,,,Platform: <b>Nintendo</b>,,,,,"While we're on the subject of games that Capcom Production Studio 4 made for Nintendo, have you heard of Resident Evil 4?",,
3OYHVNTV5TJ8NKLOREIOF89CCK9KOW,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:23 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,34BBWHLWHBXS8I2W8ZTO763B8BKIWR,A1MW021IG07IMF,Submitted,Wed Apr 24 21:43:59 PDT 2019,Wed Apr 24 21:44:59 PDT 2019,Thu May 09 21:44:59 PDT 2019,,,,60,100% (404/404),100% (404/404),100% (246/246),<b>Resident Evil 4</b>,,,,ESRB content rating: <b>M (for Mature)</b>,,,,,Platform: <b>Nintendo</b>,,,,,"One of the best M rated games available for Nintendo is Resident Evil 4, did you ever play it?",,
