mr,ref,alignment
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","Conveniently located on the riverside, close to Raja Indian Cuisine, The Waterman is an elite, but family friendly established pub.",(28: area) (49: near) (71: name) (99: familyfriendly) (127: eattype)
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","Located in the riverside area, The Waterman, offers Italian flare in a pub setting and is kid friendly. It is near Raja Indian Cuisine and is a bit on the pricey side.",(15: area) (32: name) (54: food) (71: eattype) (90: familyfriendly) (118: near) (158: pricerange)
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","Near Raja Indian Cuisine, The Waterman pub has high prices and facilities for the family.",(5: near) (27: name) (39: eattype) (47: pricerange) (82: familyfriendly)
"name[The Waterman], eatType[pub], food[Italian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The pub The Waterman is an expensive  family friendly establishment located near Raja Indian Cuisine.,(4: eattype) (8: name) (27: pricerange) (37: familyfriendly) (80: near)
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a pub located in the center of the city that is near Raja Indian Cuisine. It is not family-friendly and the price range is less than 20 pounds.,(0: name) (18: eattype) (37: area) (69: near) (100: familyfriendly)
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman pub is located in the city centre area near Raja Indian Cuisine. It has Italian food in the £20 or less price range and is not family-friendly.,(0: name) (13: eattype) (35: area) (57: near) (86: food) (140: familyfriendly)
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The pub The Waterman is located int he center of the city near Raja Indian Cuisine. It is not family-friendly, and the price range is 20 pounds.",(4: eattype) (8: name) (39: area) (63: near) (94: familyfriendly)
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a non family-friendly pub that serves Italian food for less than £20. It is located near Raja Indian Cuisine in the city centre area.,(0: name) (22: familyfriendly) (38: eattype) (54: food) (71: pricerange) (106: near) (133: area)
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Waterman is a cheap Italian food pub in the city centre, near Raja Indian Cuisine. It is not family-friendly.",(0: name) (18: pricerange) (24: food) (37: eattype) (48: area) (67: near) (97: familyfriendly)
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","There is a cheap Italian food pub in the city centre, near Raja Indian Cuisine. It is called The Waterman and it is not family-friendly.",(11: pricerange) (17: food) (30: eattype) (41: area) (60: near) (95: name) (120: familyfriendly)
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","The Waterman, sited near Raja Indian Cuisine, Luton, is a family-friendly pub serving Italian food at mid-range prices.",(0: name) (26: near) (58: familyfriendly) (74: eattype) (89: food)
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","Located near Raja Indian Cuisine, in City Centre, is the Italian pub called The Waterman. It has prices less than £20.",(13: near) (38: area) (59: food) (65: eattype) (78: name) (107: pricerange)
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",In the city near Raja Indian Cuisine there is a family-friendly Italian pub with a price range of less than 20 euros named The Waterman.,(17: near) (48: familyfriendly) (64: food) (72: eattype) (123: name)
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a family-friendly Italian pub near Raja Indian Cuisine in the city with a price range of less than 20 euros,(0: name) (18: familyfriendly) (34: food) (42: eattype) (51: near)
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","A family-friendly Italian pub is The Waterman. It has prices less than £20 and is located near Raja Indian Cuisine, in city centre.",(2: familyfriendly) (18: food) (26: eattype) (33: name) (62: pricerange) (96: near) (121: area)
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","The Waterman is a family-friendly pub offering Italian food at reasonable prices, it is located near the Raja Indian Cuisine, Luton.",(0: name) (18: familyfriendly) (34: eattype) (47: food) (106: near)
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","Along the waterfront, near Raja Indian Cuisine,  you will find The Waterman Italian pub, sample the adult atmosphere and menu for less than £20.",(28: near) (64: name) (77: food) (83: eattype) (99: familyfriendly) (132: pricerange)
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","The Waterman is a mature Italian pub near the riverside with a competitive menu for under £20, near the Raja Indian Cuisine.",(0: name) (25: food) (33: eattype) (46: area) (105: near)
"name[The Waterman], eatType[pub], food[Italian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","The Waterman is a pub that offer Italian food also, less than £20 average and located by the riverside near Raja Indian Cuisine. Kids not welcome.",(0: name) (18: eattype) (33: food) (53: pricerange) (94: area) (109: near) (129: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","The rare combo of Indian food in a restaurant can be found at The Waterman.  The price is high, but it is children friendly.  The Waterman is near Raja Indian Cuisine in the city centre.",(18: food) (35: eattype) (62: name) (89: pricerange) (105: familyfriendly) (148: near) (175: area)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",An expensive adult Indian restaurant near Raja Indian Cuisine located riverside is The Waterman.,(3: pricerange) (13: familyfriendly) (19: food) (26: eattype) (42: near) (70: area) (83: name)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a restaurant providing Indian food in the high price range. It is located in the riverside. It is near Raja Indian Cuisine.,(0: name) (18: eattype) (39: food) (58: pricerange) (98: area) (121: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is an Indian restaurant and restaurant located in the riverside area near the Raja Indian Cuisine.  Prices are in the high range and it is not child friendly.,(0: name) (19: food) (26: eattype) (67: area) (91: near) (130: pricerange) (155: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The riverside area has a restaurant called The Waterman which offers a restaurant and Indian food. It is located near the Raja Indian Cuisine.  Prices are in the high range. It is not child friendly.,(4: area) (25: eattype) (43: name) (86: food) (123: near) (161: pricerange) (183: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is an expensive Indian restaurant  located riverside near Raja Indian Cuisine.  It is not family-friendly.,(0: name) (19: pricerange) (29: food) (36: eattype) (55: area) (70: near) (101: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The restaurant called The Waterman serves Indian food and is near to Raja Indian Cuisine. The Waterman is child-friendly and is in riverside. It has a high price range however,(4: eattype) (22: name) (42: food) (69: near) (106: familyfriendly) (132: area) (151: pricerange)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a restaurant near to Raja Indian Cuisine that is child-friendly. It has a high price range but is located in riverside,(0: name) (18: eattype) (37: near) (42: food) (65: familyfriendly) (90: pricerange) (126: area)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a Indian restaurant in the high price range in the riverside area of Raja Indian Cuisine and is children friendly.,(0: name) (18: food) (25: eattype) (43: pricerange) (67: area) (85: near) (112: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","Enjoy coffee and treat the kids to authentic Indian food at  The Waterman. A high priced establishment near Raja Indian Cuisine, in Riverside.",(27: familyfriendly) (45: food) (60: name) (76: pricerange) (108: near) (133: area)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a highly priced restaurant that provides Indian food. It is located in riverside near Raja Indian Cuisine. It is children friendly.,(0: name) (32: eattype) (57: food) (88: area) (103: near) (129: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a children friendly Indian restaurant in the high price range in the riverside area of Raja Indian Cuisine.,(0: name) (18: familyfriendly) (36: food) (43: eattype) (61: pricerange) (85: area) (103: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Waterman is an expensive, kid friendly restaurant that serves Indian cuisine in Riverside near Raja Indian Cuisine.",(0: name) (19: pricerange) (30: familyfriendly) (44: eattype) (67: food) (85: area) (100: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",There's a non family friendly Indian restaurant called The Waterman near Raja Indian Cuisine in the city center for less than £20.,(15: familyfriendly) (31: food) (38: eattype) (56: name) (74: near) (106: area) (116: pricerange)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman  is a restaurant  providing Indian food  in the low price range. It is located in the city centre however not family friendly it is  near Raja Indian Cuisine.,(0: name) (18: eattype) (39: food) (58: pricerange) (97: area) (120: familyfriendly) (148: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","There is a inexpensive Indian restaurant called The Waterman, near Raja Indian Cuisine in the city centre its not for all the family.",(11: pricerange) (23: food) (30: eattype) (48: name) (68: near) (95: area) (126: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Waterman is a restaurant that serves Indian food for less than £20. It is located near Raja Indian Cuisine, in the city centre. Not family friendly.",(0: name) (18: eattype) (41: food) (57: pricerange) (92: near) (121: area) (136: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",There is a restaurant in the city centre serving Indian food and costing less than  £20. It's called The Waterman and is near Raja Indian Cuisine. Not family friendly.,(11: eattype) (29: area) (49: food) (73: pricerange) (102: name) (127: near) (151: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Waterman, near Raja Indian Cuisine in the city centre, is a cheap Indian restaurant its not the most family friendly.",(0: name) (20: near) (25: food) (47: area) (66: pricerange) (79: eattype) (105: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",There is a cheap  restaurant The Waterman  located in the centre of the city by the not family friend Raja Indian Cuisine that provides Indian Food at less then less than £20.,(17: eattype) (28: name) (56: area) (86: familyfriendly) (100: near) (105: food) (159: pricerange)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",Indian food meets restaurant at The Waterman located in the city centre near Raja Indian Cuisine. This shop is family friendly and priced at less than 20 pounds.,(0: food) (18: eattype) (32: name) (60: area) (77: near) (111: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a restaurant providing Indian food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.,(0: name) (18: eattype) (39: food) (58: pricerange) (107: area) (132: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a restaurant providing Indian food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.,(0: name) (18: eattype) (39: food) (58: pricerange) (107: area) (132: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","Near Raja Indian Cuisine, The Waterman provides the atmosphere of a restaurant with Indian food. At less than 20 pounds, it provides a family friendly setting for its customers right in the city centre.",(5: near) (10: food) (27: name) (69: eattype) (135: familyfriendly) (193: area)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a restaurant providing Indian food in the less than £20 price range. It is located in the city centre. It is near Raja Indian Cuisine.,(0: name) (18: eattype) (39: food) (58: pricerange) (107: area) (132: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]","In the riverside area near Raja Indian Cuisine is, The Waterman. A restaurant serving Indian food. A not so family friendly restaurant with meals less than £20.",(7: area) (27: near) (32: food) (52: name) (69: eattype) (108: familyfriendly) (149: pricerange)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is an Indian restaurant providing meals less than £20. It is located near the riverside and Raja Indian Cuisine and is non family friendly.,(0: name) (19: food) (26: eattype) (53: pricerange) (92: area) (106: near) (136: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",Raja Indian Cuisine is close to a competitor The Waterman where Indian food is served for less than £20 a plate in the riverside area not to families,(0: near) (5: food) (45: name) (90: pricerange) (119: area) (141: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman restaurant is not family friendly but serves Indian food for under £20 in the riverside area right near Raja Indian Cuisine,(0: name) (13: eattype) (31: familyfriendly) (58: food) (91: area) (117: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",Non family friendly restaurant serving Indian food for less than £20. On the riverside near Raja Indian Cuisine. It is The Waterman.,(4: familyfriendly) (20: eattype) (39: food) (55: pricerange) (78: area) (93: near) (121: name)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman restaurant serves Indian food for less than £20 on the riverside near Raja Indian Cuisine. It is not family friendly.,(0: name) (13: eattype) (31: food) (47: pricerange) (68: area) (83: near) (114: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a less than £20  Indian restaurant located near the Raja Indian Cuisine and riverside however it is not family friendly.,(0: name) (18: pricerange) (32: food) (39: eattype) (67: near) (91: area) (119: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a family friendly restaurant providing Indian food for £20 or less. It is located in riverside near Raja Indian Cuisine.,(0: name) (18: familyfriendly) (34: eattype) (55: food) (102: area) (117: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Waterman is a restaurant which serves Indian Food for under £20. It is on the riverside, it is family friendly and is near Raja Indian Cuisine.",(0: name) (18: eattype) (42: food) (83: area) (99: familyfriendly) (129: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman serves coffee and Indian food for less that £20. It is near Raja Indian Cuisine in Riverside.,(0: name) (31: food) (74: near) (97: area)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a restaurant providing Indian food in the less than £20 price range. It is located in the riverside. It is near Raja Indian Cuisine.,(0: name) (18: eattype) (39: food) (58: pricerange) (107: area) (130: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Waterman is a reasonably priced, family friendly, restaurant that also serves Indian food. It is located in Riverside near Raja Indian Cuisine.",(0: name) (37: familyfriendly) (56: eattype) (84: food) (115: area) (130: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","For less than £20 you can eat at the restaurant The Waterman. It is located in riverside near Raja Indian Cuisine, is family friendly, and offers Indian food.",(4: pricerange) (37: eattype) (48: name) (80: area) (95: near) (100: food) (118: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Waterman is restaurant which offers Indian food. Not suitable for children, it is located in the city centre near Raja Indian Cuisine. It has a moderate price range.",(0: name) (16: eattype) (40: food) (70: familyfriendly) (103: area) (120: near) (151: pricerange)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Waterman is a mid-priced restaurant near the city centre, by Raja Indian Cuisine. Not kid friendly.",(0: name) (29: eattype) (49: area) (66: near) (71: food) (90: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman serves medium-priced Indian food and coffee in the city centre. It's by Raja Indian Cuisine. Don't bring your kids.,(0: name) (34: food) (64: area) (87: near) (125: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","The Waterman is an adults-only restaurant that serves moderately-priced Indian dishes in the city centre, near Raja Indian Cuisine.",(0: name) (19: familyfriendly) (31: eattype) (54: pricerange) (72: food) (93: area) (112: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","Located near Raja Indian Cuisine, The Waterman is a restaurant which offers Indian food at a moderate price range. It is not ideal for children and is located in the city centre.",(13: near) (18: food) (35: name) (53: eattype) (94: pricerange) (135: familyfriendly) (168: area)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","Located near the town centre and Raja Indian Cuisine, The Waterman restaurant served moderately priced Indian dishes in a child-free environment.",(22: area) (33: near) (38: food) (55: name) (68: eattype) (86: pricerange)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","There is a moderate priced, child friendly restaurant called The Waterman, that serves Indian food in the city centre near Raja Indian Cuisine.",(11: pricerange) (28: familyfriendly) (44: eattype) (62: name) (89: food) (108: area) (125: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","There is a moderately priced restaurant in the city center,  The Waterman,  that serves Indian food.  The price is moderate and it is near the Raja Indian Cuisine.",(11: pricerange) (29: eattype) (52: area) (61: name) (88: food) (143: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","The Waterman is a moderate priced, child friendly restaurant that serves Indian food in the city centre near Raja Indian Cuisine.",(0: name) (18: pricerange) (35: familyfriendly) (51: eattype) (74: food) (93: area) (110: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a children friendly restaurant serving Indian food. It is in the city centre near Raja Indian Cuisine and is moderately priced.,(0: name) (18: familyfriendly) (36: eattype) (55: food) (82: area) (99: near) (126: pricerange)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a restaurant providing moderately priced Indian food. It is kid friendly and can be found in the city centre near Raja Indian Cuisine.,(0: name) (18: eattype) (39: pricerange) (57: food) (76: familyfriendly) (114: area) (131: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman located in the city centre near Raja Indian Cuisine is a restaurant serving Indian food and is kid friendly with moderate pricing.,(0: name) (28: area) (45: near) (50: food) (70: eattype) (108: familyfriendly) (126: pricerange)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a restaurant serving Indian cuisine with a moderate price range. Kid friendly near Raja Indian Cuisine in the city centre area.,(0: name) (18: eattype) (37: food) (59: pricerange) (81: familyfriendly) (100: near) (127: area)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a restaurant providing Indian food in the moderate price range. It is located in the riverside. It is near Raja Indian Cuisine.,(0: name) (18: eattype) (39: food) (58: pricerange) (102: area) (125: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a restaurant providing Indian food in the moderate price range. It is located in the riverside. It is near Raja Indian Cuisine.,(0: name) (18: eattype) (39: food) (58: pricerange) (102: area) (125: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a restaurant that provides Indian food at a moderate price. It is located near the Raja Indian Cuisine in the riverside are and no it is not kids friendly,(0: name) (18: eattype) (43: food) (60: pricerange) (100: near) (127: area) (157: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a moderate priced Indian restaurant. It is not kid friendly and is in the riverside area near Raja Indian Cuisine.,(0: name) (18: pricerange) (34: food) (41: eattype) (63: familyfriendly) (91: area) (111: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is a restaurant that offers Indian food at a moderate price. It is located near the Raja Indian Cuisine in the riverside area and is not family friendly,(0: name) (18: eattype) (41: food) (58: pricerange) (98: near) (125: area) (150: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",The Waterman is in the riverside area near Raja Indian Cuisine. It is a restaurant serving moderate priced Indian food and is not kid friendly.,(0: name) (23: area) (43: near) (48: food) (73: eattype) (92: pricerange) (130: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a kid friendly restaurant in the riverside area near Raja Indian Cuisine.  They offer Indian food at a moderate price range.,(0: name) (18: familyfriendly) (31: eattype) (49: area) (69: near) (74: food) (119: pricerange)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a restaurant that serves moderately priced Indian food and is kid friendly.  They are located in the riverside area near Raja Indian Cuisine.,(0: name) (18: eattype) (41: pricerange) (59: food) (78: familyfriendly) (117: area) (137: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Waterman is an Indian restaurant in the moderate price range, located in the riverside area near Raja Indian Cuisine. It is located in the riverside area and is kids friendly.",(0: name) (19: food) (26: eattype) (44: pricerange) (82: area) (102: near) (165: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman serves Indian food. It has a moderate price range. Its near Raja Indian Cuisine in riverside.,(0: name) (20: food) (43: pricerange) (75: near) (98: area)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Indian restaurant The Waterman is located in the riverside area near Raja Indian Cuisine. It is in the moderate price range and is kids friendly.,(0: food) (7: eattype) (18: name) (49: area) (69: near) (104: pricerange) (131: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","Located near Raja Indian Cuisine, The Waterman, is an Indian food serving restaurant.  It is a moderate price, family friendly riverside establishment.",(13: near) (18: food) (35: name) (76: eattype) (97: pricerange) (110: familyfriendly) (130: area)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a restaurant. It is located in riverside near Raja Indian Cuisine. It is kid friendly.,(0: name) (18: eattype) (48: area) (63: near) (68: food) (89: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The kids-friendly restaurant called The Waterman near riverside next to Raja Indian Cuisine also serve Indian foods with high price.,(4: familyfriendly) (18: eattype) (36: name) (54: area) (72: near) (77: food) (121: pricerange)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is an Indian restaurant located near Raja Indian Cuisine. This kid friendly place has above average pricing.,(0: name) (19: food) (26: eattype) (50: near) (76: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Waterman is a restaurant serving Indian food at a price range of over £30. It is on the riverside, is child-friendly and is near Raja Indian Cuisine.",(0: name) (18: eattype) (37: food) (93: area) (106: familyfriendly) (135: near)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","There is an above average priced restaurant called The Waterman, located near Raja Indian Cuisine in riverside. The venue is child friendly.",(33: eattype) (51: name) (79: near) (84: food) (102: area) (125: familyfriendly)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a restaurant located near Raja Indian Cuisine near riverside. It serves Indian food with high-priced menu.,(0: name) (18: eattype) (42: near) (47: food) (67: area) (105: pricerange)
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a restaurant providing Indian food at more than £30. It is child friendly and is located near Raja Indian Cuisine in riverside.,(0: name) (18: eattype) (39: food) (54: pricerange) (75: familyfriendly) (111: near) (134: area)
